incident_id,start_time,end_time,duration_min,severity,tower,service,host,root_cause,status,alert_volume,error_count,warn_count,info_count,cpu_util_peak,memory_util_peak,disk_util_peak,latency_max_ms,impacted_services
INC-002892,2024-05-12 05:43:02.088813,2024-05-12 06:34:02.088813,51,P4 Low,Application,inventory-api,host-050,Disk Failure,resolved,1,94,728,2633,54.2,12.6,93.8,972.0,4
INC-002746,2024-05-12 06:17:51.995912,2024-05-12 06:47:51.995912,30,P3 Medium,Storage,analytics-engine,host-012,Service Crash,resolved,6,30,395,3811,57.1,22.9,15.8,556.0,8
INC-001853,2024-05-12 06:27:11.443489,2024-05-12 07:16:11.443489,49,P4 Low,Storage,message-broker,host-041,Memory Leak,resolved,8,59,39,1501,54.3,84.9,45.0,164.0,2
INC-004168,2024-05-12 08:28:57.222489,2024-05-12 09:25:57.222489,57,P4 Low,Compute,api-gateway,host-028,Service Crash,resolved,8,39,574,3416,31.8,28.5,14.0,851.0,2
INC-001530,2024-05-12 11:13:56.222219,2024-05-12 13:00:56.222219,107,P3 Medium,Network,reporting-service,host-006,Disk Failure,resolved,2,59,424,3764,29.6,45.6,90.9,551.0,3
INC-003089,2024-05-12 11:15:36.219950,2024-05-12 13:34:36.219950,139,P2 High,Application,auth-service,host-002,Network Failure,resolved,3,689,350,2621,10.4,62.9,31.2,12742.0,7
INC-004131,2024-05-12 11:27:49.029224,2024-05-12 14:26:49.029224,179,P1 Critical,Compute,auth-service,host-050,CPU Saturation,resolved,36,4071,325,3026,93.5,45.9,23.3,921.0,1
INC-004103,2024-05-12 12:18:41.871097,2024-05-12 14:00:41.871097,102,P3 Medium,Database,order-service,host-043,Database Failure,resolved,8,19,744,1928,38.8,33.0,28.2,7914.0,5
INC-001895,2024-05-12 12:19:07.286810,2024-05-12 13:56:07.286810,97,P3 Medium,Compute,notification-service,host-034,CPU Saturation,resolved,8,53,907,1595,77.4,23.0,63.0,531.0,1
INC-001232,2024-05-12 13:04:56.320614,2024-05-12 13:30:56.320614,26,P4 Low,Network,cache-cluster,host-049,CPU Saturation,investigating,6,85,388,2259,76.3,42.6,45.5,630.0,6
INC-003878,2024-05-12 14:49:11.751585,2024-05-12 15:46:11.751585,57,P3 Medium,Storage,cache-cluster,host-006,Network Failure,resolved,7,37,107,1272,14.0,24.2,41.8,10594.0,7
INC-002525,2024-05-12 15:47:00.465300,2024-05-12 18:11:00.465300,144,P2 High,Network,payment-gateway,host-045,Network Failure,resolved,20,3695,498,3686,32.4,12.7,66.0,12387.0,1
INC-001537,2024-05-12 17:05:52.890019,2024-05-12 20:28:52.890019,203,P2 High,Compute,order-service,host-011,Database Failure,resolved,32,2553,354,473,22.5,42.7,69.8,4853.0,4
INC-002933,2024-05-12 17:45:20.793851,2024-05-12 19:14:20.793851,89,P3 Medium,Network,cache-cluster,host-011,Service Crash,investigating,4,79,415,1272,46.0,32.7,58.2,822.0,8
INC-004692,2024-05-12 18:21:43.597313,2024-05-13 01:06:43.597313,405,P1 Critical,Network,cache-cluster,host-044,Database Failure,resolved,31,1680,609,1700,48.5,39.4,60.7,16561.0,5
INC-001205,2024-05-12 19:33:35.501580,2024-05-12 20:40:35.501580,67,P3 Medium,Compute,api-gateway,host-010,CPU Saturation,resolved,7,27,442,2580,68.7,58.3,41.9,889.0,8
INC-004245,2024-05-12 19:55:45.403451,2024-05-12 20:40:45.403451,45,P3 Medium,Compute,order-service,host-015,CPU Saturation,investigating,2,26,443,296,57.5,50.3,19.2,893.0,5
INC-004557,2024-05-12 20:28:16.491958,2024-05-12 21:11:16.491958,43,P2 High,Cloud,inventory-api,host-014,Network Failure,resolved,26,954,276,2101,21.5,47.0,20.1,14528.0,1
INC-001218,2024-05-12 21:07:25.526213,2024-05-12 23:51:25.526213,164,P1 Critical,Database,auth-service,host-008,Network Failure,investigating,36,4687,731,2651,17.1,64.5,21.0,18511.0,7
INC-003001,2024-05-12 22:30:10.131658,2024-05-12 23:40:10.131658,70,P3 Medium,Network,order-service,host-038,CPU Saturation,resolved,5,60,724,726,76.7,64.6,47.5,233.0,6
INC-001204,2024-05-12 23:49:23.111471,2024-05-13 03:58:23.111471,249,P1 Critical,Cloud,api-gateway,host-035,Network Failure,resolved,38,381,490,3493,29.6,32.6,43.2,10039.0,3
INC-002273,2024-05-13 00:37:22.626306,2024-05-13 05:52:22.626306,315,P1 Critical,Application,analytics-engine,host-021,Service Crash,resolved,39,3863,249,4364,39.9,21.3,18.2,339.0,3
INC-002646,2024-05-13 01:18:26.700930,2024-05-13 01:46:26.700930,28,P3 Medium,Database,message-broker,host-004,Database Failure,resolved,7,42,99,1950,28.8,22.2,50.1,19267.0,8
INC-001165,2024-05-13 02:04:37.387126,2024-05-13 03:15:37.387126,71,P2 High,Database,api-gateway,host-043,Disk Failure,resolved,38,2984,881,3433,28.3,31.2,95.1,211.0,8
INC-004141,2024-05-13 02:45:38.042090,2024-05-13 03:17:38.042090,32,P3 Medium,Application,order-service,host-037,Service Crash,resolved,5,40,805,3408,25.3,63.9,17.5,222.0,8
INC-000654,2024-05-13 03:30:11.621213,2024-05-13 03:57:11.621213,27,P4 Low,Cloud,order-service,host-032,CPU Saturation,resolved,9,59,219,2409,99.6,36.2,66.2,589.0,2
INC-001921,2024-05-13 03:46:24.546270,2024-05-13 04:37:24.546270,51,P4 Low,Database,reporting-service,host-036,Database Failure,resolved,6,39,567,663,59.4,60.0,38.6,15327.0,4
INC-004506,2024-05-13 03:50:07.804924,2024-05-13 05:02:07.804924,72,P3 Medium,Network,cache-cluster,host-036,Kubernetes Pod Failure,resolved,6,35,294,2048,58.2,53.0,18.5,931.0,8
INC-004622,2024-05-13 05:09:17.037622,2024-05-13 07:29:17.037622,140,P1 Critical,Network,api-gateway,host-046,Network Failure,mitigated,44,2688,489,831,59.1,57.7,21.4,9445.0,8
INC-004927,2024-05-13 05:28:45.088686,2024-05-13 06:10:45.088686,42,P4 Low,Storage,analytics-engine,host-036,Database Failure,investigating,10,52,709,4918,48.5,59.1,37.7,14587.0,1
INC-001356,2024-05-13 09:31:33.145876,2024-05-13 11:05:33.145876,94,P2 High,Database,api-gateway,host-003,Database Failure,investigating,24,4472,113,3924,49.3,38.7,49.6,10286.0,4
INC-001397,2024-05-13 10:34:40.990136,2024-05-13 11:00:40.990136,26,P3 Medium,Compute,auth-service,host-018,CPU Saturation,resolved,2,1,38,2265,86.3,64.3,34.4,540.0,1
INC-000067,2024-05-13 10:36:31.897023,2024-05-13 10:51:31.897023,15,P3 Medium,Network,auth-service,host-003,Network Failure,mitigated,4,75,133,2842,24.6,14.7,50.8,9254.0,8
INC-004700,2024-05-13 11:27:55.364975,2024-05-13 13:16:55.364975,109,P3 Medium,Database,analytics-engine,host-045,Database Failure,investigating,3,69,883,1676,18.5,30.4,47.9,2548.0,7
INC-001262,2024-05-13 12:32:25.237465,2024-05-13 12:47:25.237465,15,P3 Medium,Cloud,inventory-api,host-010,Kubernetes Pod Failure,mitigated,3,86,239,831,38.1,50.8,31.5,574.0,2
INC-000759,2024-05-13 13:20:52.688418,2024-05-13 13:40:52.688418,20,P3 Medium,Network,message-broker,host-025,Network Failure,resolved,4,32,198,4787,23.9,14.4,63.8,18952.0,1
INC-002632,2024-05-13 15:23:49.221957,2024-05-13 16:47:49.221957,84,P3 Medium,Cloud,message-broker,host-046,Service Crash,mitigated,1,68,398,805,17.0,39.8,16.3,231.0,2
INC-004656,2024-05-13 15:50:44.796538,2024-05-13 20:53:44.796538,303,P1 Critical,Application,order-service,host-017,Database Failure,resolved,49,1892,476,4115,43.0,29.2,59.6,11509.0,1
INC-000400,2024-05-13 15:55:08.175612,2024-05-13 16:56:08.175612,61,P2 High,Database,message-broker,host-014,Cloud Resource Exhaustion,investigating,15,1968,432,1867,98.7,53.1,57.3,870.0,2
INC-000911,2024-05-13 18:41:26.676774,2024-05-13 20:21:26.676774,100,P2 High,Application,order-service,host-002,Database Failure,resolved,26,4684,754,215,28.0,20.8,12.0,9187.0,5
INC-001661,2024-05-13 19:47:17.113646,2024-05-13 20:39:17.113646,52,P3 Medium,Application,order-service,host-036,CPU Saturation,resolved,8,78,637,831,92.4,15.5,58.7,477.0,8
INC-004563,2024-05-13 20:12:52.325060,2024-05-13 21:07:52.325060,55,P4 Low,Cloud,reporting-service,host-033,Memory Leak,resolved,5,77,939,167,23.8,89.3,15.3,591.0,2
INC-000639,2024-05-13 20:45:56.375303,2024-05-13 21:00:56.375303,15,P3 Medium,Database,auth-service,host-028,Database Failure,mitigated,2,84,867,1786,39.2,37.1,55.8,16573.0,1
INC-002743,2024-05-13 21:51:06.305869,2024-05-13 22:06:06.305869,15,P4 Low,Compute,analytics-engine,host-031,Network Failure,resolved,5,62,575,4729,16.5,38.4,49.1,18913.0,7
INC-004809,2024-05-13 22:01:09.859585,2024-05-14 00:00:09.859585,119,P3 Medium,Storage,payment-gateway,host-005,Disk Failure,mitigated,8,68,55,2205,15.7,44.1,80.6,499.0,7
INC-004866,2024-05-13 22:45:42.350993,2024-05-14 01:36:42.350993,171,P2 High,Database,message-broker,host-029,Database Failure,resolved,25,1431,719,3178,19.9,28.6,22.6,2851.0,1
INC-002244,2024-05-13 23:51:01.934235,2024-05-14 00:59:01.934235,68,P3 Medium,Storage,notification-service,host-008,Disk Failure,investigating,10,40,920,1491,44.8,57.2,86.2,628.0,3
INC-003333,2024-05-14 00:21:09.007778,2024-05-14 01:22:09.007778,61,P3 Medium,Storage,order-service,host-045,Disk Failure,resolved,1,29,692,1592,26.0,20.0,91.2,770.0,8
INC-004462,2024-05-14 00:45:02.430648,2024-05-14 03:57:02.430648,192,P1 Critical,Cloud,cache-cluster,host-037,Network Failure,resolved,2,2350,734,1127,37.5,18.1,27.7,11387.0,8
INC-002119,2024-05-14 01:01:29.221128,2024-05-14 01:34:29.221128,33,P3 Medium,Storage,cache-cluster,host-022,Cloud Resource Exhaustion,resolved,9,27,447,1511,88.5,37.2,55.5,826.0,2
INC-003699,2024-05-14 01:17:14.668263,2024-05-14 05:24:14.668263,247,P1 Critical,Database,api-gateway,host-018,Database Failure,resolved,24,3847,175,4198,43.2,22.3,55.1,8116.0,3
INC-003493,2024-05-14 01:48:16.705105,2024-05-14 02:28:16.705105,40,P3 Medium,Cloud,notification-service,host-005,Kubernetes Pod Failure,resolved,7,86,523,2298,40.9,40.3,58.8,920.0,7
INC-002023,2024-05-14 02:15:22.593446,2024-05-14 02:41:22.593446,26,P4 Low,Application,api-gateway,host-007,Service Crash,mitigated,4,73,355,1511,55.3,43.3,11.7,590.0,1
INC-001376,2024-05-14 02:28:07.574238,2024-05-14 05:56:07.574238,208,P2 High,Network,payment-gateway,host-007,Network Failure,mitigated,14,745,476,3950,36.1,11.1,25.4,9466.0,5
INC-004892,2024-05-14 02:34:12.882569,2024-05-14 04:32:12.882569,118,P3 Medium,Database,order-service,host-018,Database Failure,resolved,10,95,801,1857,13.6,63.0,11.9,18240.0,7
INC-002395,2024-05-14 02:44:32.104863,2024-05-14 04:03:32.104863,79,P3 Medium,Network,inventory-api,host-002,Network Failure,investigating,4,41,333,1680,13.5,43.2,64.7,3022.0,1
INC-001840,2024-05-14 04:15:26.858786,2024-05-14 04:30:26.858786,15,P3 Medium,Storage,inventory-api,host-021,Disk Failure,resolved,1,70,915,2350,31.9,18.1,91.1,104.0,2
INC-001857,2024-05-14 04:44:01.270558,2024-05-14 05:02:01.270558,18,P3 Medium,Storage,message-broker,host-009,Service Crash,investigating,4,1,556,1084,47.4,44.1,57.7,639.0,6
INC-001404,2024-05-14 04:58:36.869580,2024-05-14 12:34:36.869580,456,P1 Critical,Network,message-broker,host-026,Network Failure,resolved,49,3062,292,4728,51.2,51.8,44.7,9976.0,3
INC-004721,2024-05-14 05:16:33.858403,2024-05-14 07:16:33.858403,120,P3 Medium,Application,auth-service,host-025,Service Crash,resolved,10,93,91,393,36.7,55.3,62.4,981.0,2
INC-004534,2024-05-14 06:08:27.097857,2024-05-14 06:46:27.097857,38,P4 Low,Cloud,analytics-engine,host-026,CPU Saturation,mitigated,5,11,573,4938,54.7,20.7,13.5,876.0,7
INC-003171,2024-05-14 07:01:38.277760,2024-05-14 07:50:38.277760,49,P3 Medium,Application,message-broker,host-008,Memory Leak,mitigated,8,4,638,4753,50.9,90.7,27.3,101.0,1
INC-001263,2024-05-14 07:25:59.442665,2024-05-14 07:47:59.442665,22,P4 Low,Compute,order-service,host-018,Cloud Resource Exhaustion,resolved,10,33,648,3009,78.5,59.9,31.4,220.0,1
INC-003795,2024-05-14 08:22:13.385319,2024-05-14 08:44:13.385319,22,P3 Medium,Storage,message-broker,host-015,Memory Leak,resolved,10,26,804,1361,49.8,95.4,18.9,971.0,8
INC-000474,2024-05-14 08:54:58.356078,2024-05-14 09:48:58.356078,54,P3 Medium,Cloud,payment-gateway,host-046,Kubernetes Pod Failure,resolved,6,71,191,3704,11.2,15.4,68.9,224.0,3
INC-001048,2024-05-14 10:14:08.187263,2024-05-14 13:25:08.187263,191,P1 Critical,Application,payment-gateway,host-048,Service Crash,resolved,50,4853,840,1664,14.5,54.2,41.9,741.0,3
INC-004642,2024-05-14 11:51:21.637627,2024-05-14 15:08:21.637627,197,P2 High,Storage,message-broker,host-009,Kubernetes Pod Failure,investigating,39,2070,648,2860,46.9,41.8,35.9,619.0,6
INC-001961,2024-05-14 12:31:27.874842,2024-05-14 19:16:27.874842,405,P1 Critical,Database,notification-service,host-035,Database Failure,resolved,38,3580,780,4643,49.8,11.3,12.1,10358.0,8
INC-002245,2024-05-14 12:37:11.380363,2024-05-14 13:28:11.380363,51,P4 Low,Database,api-gateway,host-037,Memory Leak,mitigated,1,100,737,2253,48.2,88.2,50.4,137.0,3
INC-004344,2024-05-14 12:55:00.478450,2024-05-14 13:11:00.478450,16,P4 Low,Application,cache-cluster,host-033,Kubernetes Pod Failure,resolved,4,58,387,2116,11.8,21.1,36.1,873.0,8
INC-003931,2024-05-14 13:10:00.812693,2024-05-14 18:18:00.812693,308,P1 Critical,Application,cache-cluster,host-043,Disk Failure,resolved,39,1933,427,2758,22.8,33.3,96.3,944.0,2
INC-003982,2024-05-14 13:49:14.658417,2024-05-14 14:26:14.658417,37,P3 Medium,Database,analytics-engine,host-004,Memory Leak,investigating,2,41,752,2123,46.0,72.9,58.1,443.0,3
INC-004285,2024-05-14 15:29:27.840015,2024-05-14 16:35:27.840015,66,P3 Medium,Database,message-broker,host-009,Database Failure,resolved,6,15,716,1102,24.7,58.7,48.5,19978.0,8
INC-001463,2024-05-14 16:45:56.927792,2024-05-14 17:04:56.927792,19,P4 Low,Compute,reporting-service,host-014,Memory Leak,investigating,6,71,434,3246,59.9,88.4,35.2,868.0,6
INC-001517,2024-05-14 16:51:31.440013,2024-05-14 17:38:31.440013,47,P4 Low,Database,api-gateway,host-045,Database Failure,resolved,5,8,720,3168,42.2,63.1,30.3,4575.0,3
INC-002838,2024-05-14 17:03:41.956453,2024-05-14 17:28:41.956453,25,P4 Low,Compute,auth-service,host-015,CPU Saturation,investigating,7,78,297,211,77.2,24.3,62.1,962.0,7
INC-002966,2024-05-14 17:18:06.914638,2024-05-14 18:58:06.914638,100,P2 High,Database,payment-gateway,host-044,Memory Leak,resolved,12,1044,454,135,15.9,80.5,48.7,116.0,6
INC-000439,2024-05-14 17:41:40.464334,2024-05-14 20:44:40.464334,183,P1 Critical,Application,auth-service,host-018,Service Crash,resolved,37,2578,300,3375,29.0,54.1,34.7,572.0,8
INC-000795,2024-05-14 19:20:41.834638,2024-05-14 19:40:41.834638,20,P4 Low,Application,order-service,host-043,Service Crash,resolved,1,85,306,367,25.9,14.4,31.4,632.0,4
INC-003858,2024-05-14 22:15:35.550042,2024-05-14 22:25:35.550042,10,P4 Low,Storage,notification-service,host-001,Service Crash,resolved,3,17,68,2546,57.1,60.1,32.6,997.0,3
INC-000174,2024-05-14 22:23:59.884699,2024-05-14 22:50:59.884699,27,P3 Medium,Application,analytics-engine,host-034,Memory Leak,mitigated,6,56,592,2531,20.5,71.8,14.2,359.0,5
INC-002939,2024-05-14 23:00:43.125405,2024-05-14 23:24:43.125405,24,P4 Low,Cloud,notification-service,host-035,Database Failure,resolved,3,68,214,736,28.3,13.2,44.1,15726.0,7
INC-001264,2024-05-14 23:13:45.789553,2024-05-15 00:39:45.789553,86,P3 Medium,Cloud,auth-service,host-046,CPU Saturation,resolved,2,62,23,1970,90.2,58.4,51.4,932.0,8
INC-003106,2024-05-14 23:18:38.300732,2024-05-15 00:08:38.300732,50,P3 Medium,Cloud,auth-service,host-004,Cloud Resource Exhaustion,resolved,4,73,460,1355,72.0,65.0,15.2,558.0,6
INC-002894,2024-05-14 23:32:22.350694,2024-05-15 02:30:22.350694,178,P2 High,Cloud,payment-gateway,host-044,Cloud Resource Exhaustion,resolved,6,1971,472,903,76.8,35.2,64.4,181.0,2
INC-001878,2024-05-15 01:02:30.076088,2024-05-15 08:55:30.076088,473,P1 Critical,Application,notification-service,host-008,Cloud Resource Exhaustion,resolved,29,4049,695,3005,62.0,20.4,51.8,359.0,8
INC-000833,2024-05-15 03:18:26.180996,2024-05-15 04:02:26.180996,44,P3 Medium,Storage,cache-cluster,host-011,Disk Failure,mitigated,9,91,310,4878,25.3,28.6,99.8,696.0,2
INC-000726,2024-05-15 04:34:21.824774,2024-05-15 05:24:21.824774,50,P4 Low,Database,message-broker,host-028,Database Failure,resolved,1,4,218,1175,43.9,29.2,11.7,8664.0,4
INC-004583,2024-05-15 05:22:53.536146,2024-05-15 07:07:53.536146,105,P3 Medium,Network,analytics-engine,host-011,Network Failure,investigating,6,74,671,2013,17.1,36.0,66.7,14121.0,1
INC-003352,2024-05-15 05:42:03.686573,2024-05-15 13:01:03.686573,439,P1 Critical,Compute,notification-service,host-037,Memory Leak,resolved,19,1301,748,2978,25.4,79.7,10.3,830.0,3
INC-003997,2024-05-15 05:56:34.669358,2024-05-15 09:15:34.669358,199,P2 High,Cloud,message-broker,host-017,CPU Saturation,resolved,49,4044,589,1642,89.1,27.3,48.8,171.0,4
INC-002553,2024-05-15 08:14:10.412453,2024-05-15 09:11:10.412453,57,P3 Medium,Storage,payment-gateway,host-004,Service Crash,resolved,2,23,296,3677,53.8,31.4,10.2,692.0,1
INC-003567,2024-05-15 08:39:13.159115,2024-05-15 10:10:13.159115,91,P3 Medium,Network,cache-cluster,host-019,Network Failure,resolved,5,72,366,3847,58.0,18.5,44.2,8403.0,6
INC-001020,2024-05-15 09:44:59.111988,2024-05-15 16:42:59.111988,418,P1 Critical,Storage,cache-cluster,host-048,Disk Failure,resolved,49,165,673,3361,34.0,15.2,96.2,973.0,5
INC-003244,2024-05-15 09:53:48.913766,2024-05-15 10:24:48.913766,31,P4 Low,Application,message-broker,host-029,Kubernetes Pod Failure,resolved,10,99,924,1603,39.4,48.1,68.9,898.0,2
INC-002668,2024-05-15 10:56:48.689141,2024-05-15 11:15:48.689141,19,P4 Low,Storage,api-gateway,host-037,Network Failure,resolved,9,72,207,1149,27.1,58.2,23.7,10699.0,7
INC-003328,2024-05-15 11:26:51.538680,2024-05-15 12:15:51.538680,49,P4 Low,Application,payment-gateway,host-050,Service Crash,resolved,7,29,47,1351,38.7,61.8,45.4,435.0,2
INC-000692,2024-05-15 12:02:55.660232,2024-05-15 13:30:55.660232,88,P3 Medium,Storage,reporting-service,host-019,Disk Failure,resolved,4,19,835,435,46.0,55.2,89.3,855.0,6
INC-001735,2024-05-15 14:12:50.751843,2024-05-15 15:49:50.751843,97,P3 Medium,Cloud,inventory-api,host-031,Cloud Resource Exhaustion,resolved,1,68,185,3378,93.9,63.3,48.7,453.0,6
INC-004543,2024-05-15 14:48:09.197792,2024-05-15 16:42:09.197792,114,P2 High,Compute,analytics-engine,host-035,Network Failure,resolved,12,2385,638,4598,10.2,57.2,45.7,13091.0,1
INC-002066,2024-05-15 16:25:54.714922,2024-05-15 17:09:54.714922,44,P2 High,Cloud,order-service,host-039,Memory Leak,resolved,32,4945,946,2072,45.7,76.8,29.3,508.0,2
INC-000776,2024-05-15 17:54:01.173612,2024-05-15 18:17:01.173612,23,P4 Low,Storage,message-broker,host-048,Memory Leak,resolved,3,66,647,2316,13.8,99.5,30.3,506.0,6
INC-002080,2024-05-15 19:22:12.560946,2024-05-15 20:00:12.560946,38,P4 Low,Database,inventory-api,host-040,Database Failure,resolved,1,53,626,2436,53.3,43.6,47.7,4217.0,4
INC-000296,2024-05-15 19:22:37.812117,2024-05-15 20:23:37.812117,61,P3 Medium,Cloud,inventory-api,host-045,Memory Leak,resolved,2,15,25,3200,30.3,91.0,27.3,188.0,4
INC-000910,2024-05-15 20:11:28.160834,2024-05-15 23:03:28.160834,172,P1 Critical,Compute,api-gateway,host-004,CPU Saturation,resolved,50,4149,634,254,77.6,37.8,27.9,848.0,3
INC-001248,2024-05-15 20:26:41.208045,2024-05-15 20:41:41.208045,15,P4 Low,Storage,reporting-service,host-029,Service Crash,resolved,10,76,379,1711,54.8,29.7,59.4,960.0,8
INC-004595,2024-05-15 20:31:54.293542,2024-05-15 21:31:54.293542,60,P2 High,Network,message-broker,host-030,Network Failure,resolved,33,1314,608,1744,15.4,57.4,64.6,13838.0,5
INC-000429,2024-05-15 20:55:37.817274,2024-05-15 21:17:37.817274,22,P3 Medium,Network,payment-gateway,host-043,Cloud Resource Exhaustion,resolved,3,22,909,4834,90.9,44.3,64.2,774.0,6
INC-000908,2024-05-15 21:53:09.749473,2024-05-15 22:00:09.749473,7,P4 Low,Network,payment-gateway,host-021,Kubernetes Pod Failure,resolved,9,72,834,4950,46.0,48.2,64.3,399.0,4
INC-001830,2024-05-15 22:16:51.284267,2024-05-16 01:59:51.284267,223,P1 Critical,Storage,inventory-api,host-012,Disk Failure,resolved,32,4354,10,2262,18.6,62.3,80.7,658.0,6
INC-000748,2024-05-15 23:05:27.509774,2024-05-15 23:39:27.509774,34,P4 Low,Storage,message-broker,host-028,Disk Failure,resolved,2,29,843,3962,15.1,51.1,80.6,140.0,4
INC-000630,2024-05-15 23:28:32.636909,2024-05-16 00:35:32.636909,67,P2 High,Application,analytics-engine,host-046,CPU Saturation,resolved,20,2944,162,1710,93.0,24.3,18.3,424.0,4
INC-001120,2024-05-16 03:28:36.255152,2024-05-16 04:19:36.255152,51,P4 Low,Database,message-broker,host-038,Database Failure,resolved,7,52,653,295,56.5,51.8,29.1,16871.0,1
INC-004442,2024-05-16 04:41:55.014932,2024-05-16 04:57:55.014932,16,P3 Medium,Cloud,analytics-engine,host-021,Cloud Resource Exhaustion,resolved,7,14,621,3592,71.7,48.3,63.4,371.0,5
INC-002435,2024-05-16 05:19:01.880732,2024-05-16 06:38:01.880732,79,P3 Medium,Cloud,reporting-service,host-029,Network Failure,resolved,5,66,932,3800,18.9,47.2,25.8,11214.0,4
INC-000875,2024-05-16 05:26:01.797474,2024-05-16 12:36:01.797474,430,P1 Critical,Application,auth-service,host-033,Memory Leak,resolved,46,4079,966,1817,26.4,76.3,46.4,706.0,4
INC-004450,2024-05-16 06:42:16.597424,2024-05-16 10:20:16.597424,218,P2 High,Compute,notification-service,host-009,Cloud Resource Exhaustion,mitigated,26,3420,333,552,51.1,63.0,57.1,996.0,4
INC-001958,2024-05-16 07:21:31.158782,2024-05-16 07:39:31.158782,18,P3 Medium,Cloud,api-gateway,host-018,Service Crash,resolved,2,79,21,4554,57.0,37.0,62.8,178.0,7
INC-001828,2024-05-16 07:29:24.687063,2024-05-16 09:28:24.687063,119,P3 Medium,Storage,auth-service,host-007,Disk Failure,resolved,4,12,903,2589,10.3,45.7,80.4,908.0,7
INC-003956,2024-05-16 08:05:03.567674,2024-05-16 09:12:03.567674,67,P1 Critical,Storage,api-gateway,host-006,Disk Failure,resolved,48,553,817,3428,43.1,48.1,84.4,761.0,7
INC-002198,2024-05-16 08:48:41.740780,2024-05-16 09:27:41.740780,39,P4 Low,Database,order-service,host-008,Database Failure,resolved,1,98,815,2909,24.2,54.5,14.6,15629.0,1
INC-001150,2024-05-16 08:50:02.385790,2024-05-16 09:34:02.385790,44,P4 Low,Compute,inventory-api,host-034,Database Failure,resolved,7,78,234,2347,33.3,64.4,31.8,9311.0,1
INC-004985,2024-05-16 11:01:43.214451,2024-05-16 13:16:43.214451,135,P2 High,Database,inventory-api,host-023,Network Failure,resolved,50,2628,343,2828,30.6,60.4,36.7,7852.0,7
INC-004711,2024-05-16 11:58:19.146700,2024-05-16 13:35:19.146700,97,P3 Medium,Application,message-broker,host-023,CPU Saturation,mitigated,5,90,250,2998,75.1,18.0,27.3,904.0,1
INC-002415,2024-05-16 12:24:11.257543,2024-05-16 13:29:11.257543,65,P3 Medium,Network,cache-cluster,host-024,Network Failure,resolved,5,19,362,1125,50.0,47.9,39.1,8042.0,7
INC-004436,2024-05-16 13:09:53.474148,2024-05-16 13:36:53.474148,27,P4 Low,Database,analytics-engine,host-015,Database Failure,investigating,3,22,61,3733,22.6,18.2,52.2,2370.0,7
INC-001677,2024-05-16 13:29:59.662745,2024-05-16 15:11:59.662745,102,P3 Medium,Cloud,auth-service,host-050,Kubernetes Pod Failure,resolved,3,11,96,1599,29.0,18.7,55.0,797.0,3
INC-001939,2024-05-16 15:46:08.114086,2024-05-16 16:28:08.114086,42,P3 Medium,Database,cache-cluster,host-032,Cloud Resource Exhaustion,investigating,6,56,906,3050,52.1,15.6,38.7,559.0,4
INC-004107,2024-05-16 16:04:27.825234,2024-05-16 16:35:27.825234,31,P4 Low,Cloud,api-gateway,host-030,Cloud Resource Exhaustion,resolved,2,6,482,3723,53.2,34.7,54.7,566.0,7
INC-000451,2024-05-16 17:06:57.401864,2024-05-16 18:53:57.401864,107,P3 Medium,Database,cache-cluster,host-044,Database Failure,resolved,4,31,790,261,13.2,40.4,44.2,19734.0,6
INC-000143,2024-05-16 17:50:29.640275,2024-05-16 20:18:29.640275,148,P2 High,Application,payment-gateway,host-032,Service Crash,resolved,48,768,678,4215,24.1,43.5,31.1,284.0,6
INC-002902,2024-05-16 18:36:19.520215,2024-05-16 19:18:19.520215,42,P4 Low,Storage,auth-service,host-047,Network Failure,resolved,9,61,356,3118,18.0,25.6,52.0,4828.0,4
INC-002722,2024-05-16 19:42:44.549978,2024-05-17 01:50:44.549978,368,P1 Critical,Network,auth-service,host-030,Network Failure,mitigated,40,3169,102,1821,36.7,24.2,56.4,3472.0,7
INC-002390,2024-05-16 19:53:29.243968,2024-05-16 20:44:29.243968,51,P3 Medium,Compute,api-gateway,host-025,Network Failure,resolved,5,90,18,2627,21.8,55.3,35.1,8025.0,8
INC-000111,2024-05-16 20:11:48.133765,2024-05-16 20:46:48.133765,35,P4 Low,Database,auth-service,host-017,Database Failure,mitigated,1,69,518,4270,59.1,35.0,24.4,4654.0,6
INC-001619,2024-05-16 20:52:14.417234,2024-05-16 21:18:14.417234,26,P3 Medium,Cloud,notification-service,host-037,Disk Failure,resolved,2,23,738,4217,24.6,13.5,88.4,341.0,1
INC-000493,2024-05-16 21:32:17.970902,2024-05-16 22:40:17.970902,68,P2 High,Cloud,payment-gateway,host-040,Memory Leak,resolved,24,2905,291,620,32.4,75.8,54.9,879.0,3
INC-001908,2024-05-16 22:49:13.553586,2024-05-17 00:38:13.553586,109,P3 Medium,Storage,order-service,host-047,Cloud Resource Exhaustion,resolved,4,41,543,2208,90.4,15.2,38.5,702.0,1
INC-003734,2024-05-17 00:06:09.223363,2024-05-17 01:33:09.223363,87,P2 High,Cloud,order-service,host-009,Cloud Resource Exhaustion,resolved,2,2811,425,1516,60.5,47.3,26.7,226.0,6
INC-003344,2024-05-17 03:30:29.633503,2024-05-17 07:09:29.633503,219,P1 Critical,Compute,notification-service,host-038,CPU Saturation,mitigated,40,1107,982,4826,52.3,26.1,37.5,800.0,8
