incident_id,root_cause,confidence,contributing_factors,remediation,detection_lag_min,rca_created_at,analyst
INC-000147,Database Failure,0.84,disk I/O saturation; query overload,Restart DB service; check replication lag; restore from backup if needed,10,2024-01-01 02:28:31.646248,on-call-eng
INC-000762,Kubernetes Pod Failure,0.81,CrashLoopBackOff; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,2,2024-05-17 23:27:52.846661,auto-ml
INC-001484,Service Crash,0.86,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,14,2024-05-18 08:41:46.220201,sre-team
INC-000482,Network Failure,0.72,MTU mismatch; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,20,2024-05-18 03:37:06.354423,sre-team
INC-003359,Disk Failure,0.76,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,22,2024-05-18 03:21:24.731951,auto-ml
INC-003239,Kubernetes Pod Failure,0.67,OOMKilled; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,8,2024-05-18 07:26:16.615842,sre-team
INC-000023,Memory Leak,0.87,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,8,2024-05-18 02:59:34.492544,on-call-eng
INC-001631,Kubernetes Pod Failure,0.81,OOMKilled; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,2,2024-05-18 05:22:13.076644,sre-team
INC-002570,Database Failure,0.97,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,30,2024-05-18 04:39:04.394961,sre-team
INC-001273,Kubernetes Pod Failure,0.78,evicted by kubelet; CrashLoopBackOff,Describe pod events; check resource quotas; inspect image pull logs,26,2024-05-18 05:28:23.115643,auto-ml
INC-002810,Kubernetes Pod Failure,0.82,OOMKilled; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,9,2024-05-18 05:19:52.475111,on-call-eng
INC-002453,CPU Saturation,0.91,thread contention; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,5,2024-05-18 06:20:41.125750,on-call-eng
INC-004840,Service Crash,0.81,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,26,2024-05-18 09:05:07.081049,auto-ml
INC-004178,Disk Failure,0.91,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,16,2024-05-18 07:51:09.723126,on-call-eng
INC-003374,Service Crash,0.88,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,6,2024-05-18 07:46:42.336921,on-call-eng
INC-000097,Kubernetes Pod Failure,0.86,evicted by kubelet; CrashLoopBackOff,Describe pod events; check resource quotas; inspect image pull logs,13,2024-05-18 10:00:21.138136,sre-team
INC-003974,Kubernetes Pod Failure,0.82,OOMKilled; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,5,2024-05-18 08:37:14.071701,on-call-eng
INC-004054,CPU Saturation,0.68,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,8,2024-05-18 11:08:28.434245,sre-team
INC-002071,Memory Leak,0.68,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,11,2024-05-18 12:15:46.100319,sre-team
INC-001894,Network Failure,0.78,BGP flap; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,3,2024-05-18 11:58:23.564601,on-call-eng
INC-004249,Service Crash,0.92,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,13,2024-05-18 13:36:17.626270,auto-ml
INC-000708,Database Failure,0.71,disk I/O saturation; replication lag,Restart DB service; check replication lag; restore from backup if needed,12,2024-05-18 16:53:12.206581,auto-ml
INC-003562,Cloud Resource Exhaustion,0.66,EBS limit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,3,2024-05-18 13:20:13.199356,auto-ml
INC-001256,CPU Saturation,0.73,GC thrashing; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,24,2024-05-18 16:56:12.590990,auto-ml
INC-003636,CPU Saturation,0.81,batch job overrun; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,11,2024-05-18 18:39:10.018377,sre-team
INC-001875,Network Failure,0.67,MTU mismatch; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,10,2024-05-18 18:08:36.299970,sre-team
INC-000245,Disk Failure,0.8,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,14,2024-05-19 02:04:37.396226,auto-ml
INC-000150,Network Failure,0.99,MTU mismatch; link congestion,Check BGP routes; inspect switch logs; failover to backup link,9,2024-05-19 02:07:12.353701,auto-ml
INC-004035,Kubernetes Pod Failure,0.95,image pull error; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,29,2024-05-19 01:56:32.113937,on-call-eng
INC-003933,Disk Failure,0.66,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,26,2024-05-19 07:42:02.851671,sre-team
INC-000836,Memory Leak,0.69,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,2,2024-05-19 02:38:03.834326,auto-ml
INC-003390,Database Failure,0.69,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,24,2024-05-19 03:13:12.616011,sre-team
INC-000364,Cloud Resource Exhaustion,0.86,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,13,2024-05-19 03:41:44.935032,sre-team
INC-000443,Memory Leak,0.81,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,22,2024-05-19 05:45:14.418351,sre-team
INC-002799,Disk Failure,0.65,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,21,2024-05-19 04:10:30.147954,sre-team
INC-004655,Service Crash,0.81,dependency timeout cascade; unhandled exception,Redeploy service; inspect core dumps; check dependency health,19,2024-05-19 04:52:29.890617,on-call-eng
INC-003477,CPU Saturation,0.84,GC thrashing; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,28,2024-05-19 07:29:20.122116,on-call-eng
INC-004612,Database Failure,0.68,query overload; replication lag,Restart DB service; check replication lag; restore from backup if needed,11,2024-05-19 07:43:26.206865,auto-ml
INC-004830,Database Failure,0.96,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,3,2024-05-19 10:32:55.136813,auto-ml
INC-004269,Cloud Resource Exhaustion,0.94,EBS limit; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,27,2024-05-19 09:53:36.366335,on-call-eng
INC-004390,Cloud Resource Exhaustion,0.67,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,15,2024-05-19 10:48:02.819357,on-call-eng
INC-002361,CPU Saturation,0.74,batch job overrun; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,8,2024-05-19 12:00:47.246565,sre-team
INC-002264,Memory Leak,0.68,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,25,2024-05-19 15:01:24.444328,auto-ml
INC-004774,Memory Leak,0.97,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,5,2024-05-19 17:01:05.522382,auto-ml
INC-002392,Disk Failure,0.93,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,10,2024-05-19 16:59:52.848026,sre-team
INC-001712,Kubernetes Pod Failure,0.87,CrashLoopBackOff; OOMKilled,Describe pod events; check resource quotas; inspect image pull logs,5,2024-05-19 15:29:54.753121,on-call-eng
INC-002473,Memory Leak,0.93,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,11,2024-05-19 18:28:12.768375,sre-team
INC-001402,Database Failure,0.97,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,24,2024-05-19 18:26:03.732010,auto-ml
INC-004609,CPU Saturation,0.85,infinite loop; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,28,2024-05-19 19:54:20.344505,on-call-eng
INC-001770,CPU Saturation,0.94,batch job overrun; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,8,2024-05-19 21:33:48.590417,auto-ml
INC-000488,Service Crash,0.77,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,8,2024-05-20 01:32:27.350416,on-call-eng
INC-004667,Cloud Resource Exhaustion,0.74,vCPU quota hit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,7,2024-05-19 21:39:55.989079,sre-team
INC-002994,Network Failure,0.77,BGP flap; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,16,2024-05-19 21:06:36.913561,on-call-eng
INC-004318,Kubernetes Pod Failure,0.92,evicted by kubelet; image pull error,Describe pod events; check resource quotas; inspect image pull logs,8,2024-05-19 23:39:59.475993,on-call-eng
INC-004488,Service Crash,0.84,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,5,2024-05-19 21:58:40.778172,on-call-eng
INC-003725,Cloud Resource Exhaustion,0.81,EBS limit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,8,2024-05-20 03:56:38.213532,auto-ml
INC-004075,Database Failure,0.92,disk I/O saturation; query overload,Restart DB service; check replication lag; restore from backup if needed,12,2024-05-19 23:26:57.266871,on-call-eng
INC-004755,CPU Saturation,0.75,GC thrashing; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,26,2024-05-20 01:59:46.326648,auto-ml
INC-003944,Kubernetes Pod Failure,0.95,OOMKilled; CrashLoopBackOff,Describe pod events; check resource quotas; inspect image pull logs,9,2024-05-20 01:04:07.476648,sre-team
INC-003030,Disk Failure,0.92,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,14,2024-05-20 03:33:08.542271,auto-ml
INC-004933,Memory Leak,0.92,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,26,2024-05-20 03:59:32.791108,auto-ml
INC-002935,Memory Leak,0.76,object retention; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,28,2024-05-20 04:18:08.923154,sre-team
INC-000246,Service Crash,0.72,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,22,2024-05-20 03:38:38.151402,on-call-eng
INC-001568,Kubernetes Pod Failure,0.71,evicted by kubelet; OOMKilled,Describe pod events; check resource quotas; inspect image pull logs,10,2024-05-20 03:34:17.708047,sre-team
INC-003887,CPU Saturation,0.85,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,30,2024-05-20 08:32:40.911051,on-call-eng
INC-004437,Network Failure,0.95,packet loss; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,9,2024-05-20 07:21:40.245525,auto-ml
INC-003054,Disk Failure,0.81,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,13,2024-05-20 07:27:43.789084,sre-team
INC-003139,Disk Failure,0.71,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,3,2024-05-20 11:19:45.606230,auto-ml
INC-001814,Network Failure,0.68,link congestion; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,11,2024-05-20 09:35:36.524790,auto-ml
INC-004313,CPU Saturation,0.79,thread contention; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,9,2024-05-20 13:04:56.723836,auto-ml
INC-004338,Network Failure,0.65,link congestion; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,11,2024-05-20 16:52:01.610278,auto-ml
INC-000946,Kubernetes Pod Failure,0.99,OOMKilled; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,17,2024-05-20 16:00:28.259665,on-call-eng
INC-001663,Database Failure,0.79,disk I/O saturation; replication lag,Restart DB service; check replication lag; restore from backup if needed,21,2024-05-20 16:55:45.725872,on-call-eng
INC-000589,Memory Leak,0.72,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,28,2024-05-20 17:05:19.717900,sre-team
INC-004631,Disk Failure,0.92,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,15,2024-05-20 17:07:33.631317,on-call-eng
INC-000743,CPU Saturation,0.68,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,17,2024-05-20 19:54:27.874725,on-call-eng
INC-004606,Service Crash,0.86,dependency timeout cascade; unhandled exception,Redeploy service; inspect core dumps; check dependency health,9,2024-05-20 21:56:26.587706,auto-ml
INC-003787,Service Crash,0.84,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,11,2024-05-20 22:13:05.089216,on-call-eng
INC-004441,Database Failure,0.95,disk I/O saturation; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,1,2024-05-20 22:02:17.486337,on-call-eng
INC-003178,CPU Saturation,0.78,batch job overrun; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,3,2024-05-20 22:11:44.961267,auto-ml
INC-002454,Memory Leak,0.65,finalizer queue buildup; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,16,2024-05-21 04:57:34.265596,on-call-eng
INC-002729,Service Crash,0.74,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,24,2024-05-21 05:52:09.662817,auto-ml
INC-000709,Kubernetes Pod Failure,0.78,evicted by kubelet; image pull error,Describe pod events; check resource quotas; inspect image pull logs,29,2024-05-21 05:47:13.795188,on-call-eng
INC-004756,Kubernetes Pod Failure,0.95,OOMKilled; image pull error,Describe pod events; check resource quotas; inspect image pull logs,3,2024-05-21 07:11:43.187736,auto-ml
INC-003731,Disk Failure,0.67,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,9,2024-05-21 08:38:22.587656,sre-team
INC-002335,Network Failure,0.68,packet loss; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,7,2024-05-21 05:27:17.937942,sre-team
INC-001613,Network Failure,0.82,MTU mismatch; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,3,2024-05-21 06:45:52.658281,auto-ml
INC-003119,Kubernetes Pod Failure,0.91,image pull error; CrashLoopBackOff,Describe pod events; check resource quotas; inspect image pull logs,20,2024-05-21 07:18:57.623831,on-call-eng
INC-002103,Service Crash,0.94,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,9,2024-05-21 12:29:57.545830,auto-ml
INC-004026,Service Crash,0.96,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,15,2024-05-21 09:32:45.565411,on-call-eng
INC-002014,CPU Saturation,0.91,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,23,2024-05-21 16:47:52.874559,auto-ml
INC-004363,Disk Failure,0.76,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,25,2024-05-21 14:35:00.002825,sre-team
INC-002340,Network Failure,0.75,link congestion; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,6,2024-05-21 10:18:17.093435,auto-ml
INC-001681,Memory Leak,0.97,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,20,2024-05-21 09:45:57.857828,sre-team
INC-000504,Database Failure,0.95,replication lag; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,24,2024-05-21 10:19:59.055359,sre-team
INC-002571,Memory Leak,0.82,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,25,2024-05-21 12:11:33.358916,auto-ml
INC-003132,Network Failure,0.75,link congestion; packet loss,Check BGP routes; inspect switch logs; failover to backup link,18,2024-05-21 11:03:11.670747,on-call-eng
INC-002820,Disk Failure,0.81,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,28,2024-05-21 12:50:37.871902,on-call-eng
INC-001891,Cloud Resource Exhaustion,0.67,subnet capacity; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,8,2024-05-21 15:01:31.910137,auto-ml
INC-001772,Network Failure,0.74,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,13,2024-05-21 13:16:43.896650,on-call-eng
INC-003674,Memory Leak,0.98,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,18,2024-05-21 12:40:56.178296,auto-ml
INC-004975,Network Failure,0.7,link congestion; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,26,2024-05-21 15:36:07.202646,sre-team
INC-004795,Kubernetes Pod Failure,0.99,OOMKilled; CrashLoopBackOff,Describe pod events; check resource quotas; inspect image pull logs,8,2024-05-21 15:41:04.123909,sre-team
INC-000786,Network Failure,0.75,BGP flap; packet loss,Check BGP routes; inspect switch logs; failover to backup link,14,2024-05-21 17:30:33.265658,on-call-eng
INC-002883,Cloud Resource Exhaustion,0.91,subnet capacity; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,3,2024-05-21 19:18:28.518744,on-call-eng
INC-004257,Network Failure,0.9,BGP flap; packet loss,Check BGP routes; inspect switch logs; failover to backup link,14,2024-05-21 20:41:16.645637,sre-team
INC-000921,Network Failure,0.71,BGP flap; packet loss,Check BGP routes; inspect switch logs; failover to backup link,14,2024-05-21 23:46:37.162930,auto-ml
INC-000162,Memory Leak,0.94,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,2,2024-05-22 03:00:15.741658,on-call-eng
INC-001510,Service Crash,0.74,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,21,2024-05-22 01:24:14.491060,sre-team
INC-004912,Cloud Resource Exhaustion,0.85,subnet capacity; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,1,2024-05-22 00:51:25.828142,on-call-eng
INC-002535,Service Crash,0.95,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,29,2024-05-22 05:35:49.907822,auto-ml
INC-000900,Database Failure,0.65,replication lag; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,11,2024-05-22 04:37:31.519754,sre-team
INC-001637,Kubernetes Pod Failure,0.9,CrashLoopBackOff; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,2,2024-05-22 05:00:18.435740,auto-ml
INC-000633,CPU Saturation,0.89,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,27,2024-05-22 05:47:35.764568,sre-team
INC-004805,Cloud Resource Exhaustion,0.99,EBS limit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,5,2024-05-22 04:06:47.460442,on-call-eng
INC-000574,Cloud Resource Exhaustion,0.81,subnet capacity; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,19,2024-05-22 08:43:10.110158,auto-ml
INC-003916,Kubernetes Pod Failure,0.66,evicted by kubelet; image pull error,Describe pod events; check resource quotas; inspect image pull logs,5,2024-05-22 05:29:04.273021,on-call-eng
INC-003427,Cloud Resource Exhaustion,0.87,EBS limit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,15,2024-05-22 04:06:51.293142,on-call-eng
INC-003727,Network Failure,0.91,link congestion; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,29,2024-05-22 06:52:41.929823,on-call-eng
INC-002710,Network Failure,0.76,BGP flap; link congestion,Check BGP routes; inspect switch logs; failover to backup link,19,2024-05-22 10:34:18.075828,auto-ml
INC-003068,Database Failure,0.85,disk I/O saturation; query overload,Restart DB service; check replication lag; restore from backup if needed,7,2024-05-22 09:45:20.034150,on-call-eng
INC-003203,Memory Leak,0.83,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,10,2024-05-22 11:26:19.130290,auto-ml
INC-002351,Database Failure,0.87,deadlock cascade; query overload,Restart DB service; check replication lag; restore from backup if needed,14,2024-05-22 14:22:46.800856,sre-team
INC-002669,Service Crash,0.69,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,11,2024-05-22 14:33:38.663603,on-call-eng
INC-003169,CPU Saturation,0.74,batch job overrun; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,30,2024-05-22 18:53:01.751296,auto-ml
INC-004769,Memory Leak,0.67,object retention; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,21,2024-05-22 23:00:02.670889,auto-ml
INC-004688,CPU Saturation,0.97,batch job overrun; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,10,2024-05-22 22:20:51.284003,auto-ml
INC-003198,Disk Failure,0.94,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,21,2024-05-22 21:42:26.207549,sre-team
INC-000622,Service Crash,0.79,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,20,2024-05-22 22:38:27.621189,sre-team
INC-003238,Memory Leak,0.67,object retention; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,18,2024-05-22 23:51:57.751237,auto-ml
INC-004027,CPU Saturation,0.93,thread contention; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,13,2024-05-23 00:16:16.122257,sre-team
INC-004293,Network Failure,0.9,BGP flap; packet loss,Check BGP routes; inspect switch logs; failover to backup link,27,2024-05-23 00:26:42.698401,on-call-eng
INC-002327,Memory Leak,0.82,finalizer queue buildup; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,10,2024-05-23 00:29:43.803216,on-call-eng
INC-001076,Cloud Resource Exhaustion,0.87,IP exhaustion; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,7,2024-05-23 03:35:11.194034,on-call-eng
INC-003779,Service Crash,0.88,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,14,2024-05-23 02:00:12.529677,sre-team
INC-003720,Memory Leak,0.72,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,28,2024-05-23 03:32:52.142082,on-call-eng
INC-003303,Database Failure,0.85,replication lag; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,19,2024-05-23 04:27:21.778456,sre-team
INC-000426,CPU Saturation,0.69,batch job overrun; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,20,2024-05-23 04:28:56.392788,on-call-eng
INC-002671,Cloud Resource Exhaustion,0.92,EBS limit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,28,2024-05-23 03:46:08.757889,on-call-eng
INC-004719,Service Crash,0.96,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,8,2024-05-23 06:40:14.774794,sre-team
INC-002561,Disk Failure,0.9,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,20,2024-05-23 06:42:16.770820,on-call-eng
INC-001852,Kubernetes Pod Failure,0.71,image pull error; OOMKilled,Describe pod events; check resource quotas; inspect image pull logs,19,2024-05-23 05:47:41.164035,sre-team
INC-002562,Service Crash,0.96,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,10,2024-05-23 07:02:55.063731,sre-team
INC-001874,Memory Leak,0.99,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,8,2024-05-23 07:15:28.602654,on-call-eng
INC-000969,Memory Leak,0.9,object retention; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,2,2024-05-23 07:42:06.233032,sre-team
INC-001657,Disk Failure,0.87,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,15,2024-05-23 08:55:33.627447,sre-team
INC-002140,Disk Failure,0.8,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,13,2024-05-23 09:40:46.161727,sre-team
INC-004663,Cloud Resource Exhaustion,0.92,vCPU quota hit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,21,2024-05-23 12:48:45.212983,on-call-eng
INC-002293,Service Crash,0.77,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,12,2024-05-23 11:48:43.510318,auto-ml
INC-002350,Cloud Resource Exhaustion,0.76,subnet capacity; EBS limit,Request quota increase; release idle resources; enable auto-scaling,21,2024-05-23 14:24:16.339458,on-call-eng
INC-004348,Service Crash,0.71,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,2,2024-05-23 16:50:27.515804,sre-team
INC-002654,Memory Leak,0.68,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,24,2024-05-23 19:33:10.212816,auto-ml
INC-003130,Network Failure,0.76,link congestion; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,26,2024-05-23 16:48:19.837585,on-call-eng
INC-001881,Memory Leak,0.8,object retention; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,25,2024-05-23 18:25:20.694133,auto-ml
INC-001744,Memory Leak,0.67,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,6,2024-05-23 17:56:47.478982,auto-ml
INC-001938,CPU Saturation,0.92,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,22,2024-05-23 18:18:25.568397,on-call-eng
INC-000883,Memory Leak,0.89,object retention; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,2,2024-05-23 18:45:45.152348,on-call-eng
INC-003025,Cloud Resource Exhaustion,0.7,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,28,2024-05-23 20:36:17.495741,on-call-eng
INC-004028,Cloud Resource Exhaustion,0.81,subnet capacity; EBS limit,Request quota increase; release idle resources; enable auto-scaling,9,2024-05-23 20:29:29.118648,auto-ml
INC-001050,Network Failure,0.71,link congestion; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,1,2024-05-23 22:29:44.351135,auto-ml
INC-004494,CPU Saturation,0.69,infinite loop; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,24,2024-05-23 23:56:08.377838,auto-ml
INC-004352,Service Crash,0.81,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,13,2024-05-24 01:54:23.964866,sre-team
INC-002866,CPU Saturation,0.89,thread contention; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,6,2024-05-23 21:20:01.201613,sre-team
INC-003696,Database Failure,0.71,disk I/O saturation; replication lag,Restart DB service; check replication lag; restore from backup if needed,19,2024-05-24 00:20:12.452513,sre-team
INC-001337,Disk Failure,0.94,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,1,2024-05-23 22:55:15.858894,sre-team
INC-002595,Kubernetes Pod Failure,0.83,OOMKilled; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,11,2024-05-24 01:20:39.836735,auto-ml
INC-003528,Kubernetes Pod Failure,0.93,image pull error; CrashLoopBackOff,Describe pod events; check resource quotas; inspect image pull logs,22,2024-05-24 03:13:34.585003,sre-team
INC-002762,Network Failure,0.74,MTU mismatch; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,28,2024-05-24 02:13:58.785304,sre-team
INC-003906,Disk Failure,0.85,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,9,2024-05-24 02:19:52.098496,auto-ml
INC-004031,Database Failure,0.81,disk I/O saturation; query overload,Restart DB service; check replication lag; restore from backup if needed,25,2024-05-24 04:21:52.382561,on-call-eng
INC-002247,Database Failure,0.94,replication lag; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,22,2024-05-24 07:29:51.308874,sre-team
INC-004859,Database Failure,0.82,replication lag; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,30,2024-05-24 09:20:02.419051,auto-ml
INC-000351,Disk Failure,0.94,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,7,2024-05-24 12:43:45.123104,auto-ml
INC-002133,Network Failure,0.79,link congestion; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,8,2024-05-24 13:09:49.815121,on-call-eng
INC-001322,CPU Saturation,0.87,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,8,2024-05-24 12:23:22.497022,sre-team
INC-004032,CPU Saturation,0.84,infinite loop; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,15,2024-05-24 12:55:42.060921,on-call-eng
